Expected Return,Expected Volatility,Expected Sharpe
-0.02975734056016202,0.10355217556523934,-0.5770746991453989
-0.07883559148077457,0.1581330499943404,-0.6882532872455809
-0.06669966521528925,0.13798990726451038,-0.7007734633079171
-0.05632599546743797,0.12736735333138582,-0.6777717618331442
-0.029370802219191184,0.11369288519853285,-0.5222033209511454
-0.04643330473879166,0.12340837014267607,-0.6193526796474571
-0.03673652144823485,0.10066647509157887,-0.6629468389304675
-0.02948229908592286,0.08141940450683587,-0.7305666191764987
-0.06706160298120546,0.12928344443847967,-0.7507659113104217
-0.058432667063215885,0.134323284733302,-0.6583569426462312
-0.0011727869776117054,0.06669115525434949,-0.46742010778976073
-0.049263831739789085,0.1254712567754265,-0.6317290013413883
-0.052182174355094535,0.1174271248659779,-0.6998568214021319
-0.020094504892785733,0.0966674823201545,-0.5182146435434926
-0.05023805081087547,0.1131984472612527,-0.7088264260877418
-0.07257126545369344,0.12975558530766196,-0.7904959559967142
-0.02954399364914682,0.07847313979967023,-0.7587818430759036
-0.06278353160333427,0.12889999901358934,-0.7198101808639465
-0.02725695072274044,0.09846734326648285,-0.5814816244994603
-0.032559661486429164,0.09873307481010096,-0.6336241589432293
-0.06478683607308129,0.1335932262198676,-0.70951827989453
-0.020050357312034833,0.10015720359326805,-0.4997179984705455
-0.03494135480505636,0.11891543452445229,-0.5461137577704653
-0.04750140880888595,0.11499905481345442,-0.6739308330368868
-0.07030720158697376,0.15132828326650122,-0.6628450374364239
-0.08715480792106561,0.13570854855535736,-0.8632824473343813
-0.03199636067361407,0.1144489232370499,-0.5416945736152137
-0.036979538332515396,0.11541050985022491,-0.5803590887817646
-0.07632360348093464,0.120195491088468,-0.8845889518657304
-0.029468224997211752,0.10404946016467854,-0.5715380445327799
-0.05116999550219764,0.1368995892069778,-0.5929162824548518
-0.025952119955048657,0.10323432527184322,-0.5419914336410101
-0.04605742389743034,0.12237339345307834,-0.6215192841456428
-0.017177698377130134,0.0952005780058752,-0.4955610497892
-0.05264030918144988,0.1367453316656574,-0.6043373340415423
-0.07911827043735548,0.12705361317002803,-0.8588364212147923
-0.06068240206772216,0.12954559620840608,-0.7000037417083412
-0.0489561156527461,0.10861058824930306,-0.7269651783075832
-0.07461582843818343,0.1612155783887653,-0.6489188543920135
-0.04357878094668656,0.10121346174635586,-0.7269663508899371
-0.021750791038396604,0.09403694823559067,-0.5503240163509496
-0.08737611713787169,0.1467378521249836,-0.7999034702913388
-0.0375314659183545,0.11943175454590617,-0.5654397875599937
-0.040250610007214284,0.10496275762185335,-0.6692908189426993
-0.06368113275487192,0.11828802117643918,-0.7919748071120112
-0.04374503367332334,0.0903684594588156,-0.8160483659338222
-0.004970453573912603,0.07809332596048042,-0.4478033576340391
0.009713450153942075,0.06321520413923952,-0.32091251024633605
-0.0030365961639903793,0.09213603016098891,-0.3585632689650907
-0.011596373445484587,0.07494182933541424,-0.5550488133844893
-0.00850044007407584,0.08157826387507139,-0.4719448324254026
-0.07544476462572565,0.14567617321567772,-0.7238298638557156
-0.08227371169933945,0.1448879221863704,-0.7749004196148314
-0.010465179301106138,0.076242658041834,-0.5307419801510996
-0.053644795272539215,0.13850474191040538,-0.6039128633346471
-0.053952265643244526,0.11747582774509661,-0.7146343827038806
-0.031972837491092726,0.10151775698896591,-0.6104630296139091
-0.022230294244405265,0.0933401932606328,-0.5595691675778214
0.03312227335710358,0.05475497348218371,0.057022643945202706
-0.04293502979455319,0.09135384205926037,-0.7983794457954043
-0.06461116721069048,0.15208738411134248,-0.6220842561236116
-0.012540136068892866,0.07319480723396796,-0.5811906291782815
-0.0434961943022618,0.10764717865236353,-0.6827507717560426
-0.04347271349777791,0.11988176503775456,-0.6128764743715529
-0.07707121785392157,0.14365870812134438,-0.7453165857755145
-0.08170520872313725,0.1362306244963092,-0.8199713473835216
-0.03593039549747835,0.10265877980194887,-0.6422285129890734
0.002052140245335947,0.07590196200866262,-0.368209977911696
-0.021234915847990317,0.09515385326064839,-0.5384428910897181
-0.06359052026172737,0.12266190284145788,-0.762995829134449
0.0011885459756088585,0.07063239412052233,-0.4079070854547169
-0.01585590130383046,0.09973036532385945,-0.4597987900166642
-0.040793022672250004,0.11704942648466207,-0.6048130674226463
-0.012954075950934429,0.07411478502520011,-0.5795614995891767
-0.049980323810218455,0.1370681747490662,-0.5835076155106044
-0.0625130676187691,0.13314682933855038,-0.6948199073035194
-0.03659353941285629,0.10408465034249491,-0.6398017305503496
0.003366163644922868,0.0731750547773622,-0.36397425920775267
-0.07280477499333375,0.1460792656062617,-0.7037602124207765
-0.05356963476976294,0.1084871334846199,-0.7703183970807977
-0.005551174223652084,0.07889257807947142,-0.45062761401763374
-0.012363472076349052,0.07273224407985227,-0.5824579264987131
-0.021316331419150212,0.08391413211948272,-0.6115338396884387
-0.02753783986649596,0.10229032269041899,-0.5624954380155185
-0.07257554588029266,0.14667936355925174,-0.6993181821303502
-0.06677627082236302,0.14420055873554513,-0.6711227173526053
-0.01834132918076355,0.08645625176094372,-0.5591420885840618
-0.030770393406745134,0.10496006256596946,-0.5789858725412796
-0.013315010795683077,0.08068339402021192,-0.5368516201094896
-0.07485871632559961,0.11642057014142929,-0.9006889091697096
-0.06371659155492199,0.1165699768004188,-0.8039513614674176
-0.04070659502214474,0.1015587454478367,-0.6962137500847876
-0.06252841555380088,0.11721044095268407,-0.7894212734098756
-0.02073359429137986,0.08018164818773893,-0.6327332430557077
-0.02089728795322235,0.08282605460382433,-0.6145081785758785
-0.061826449657198274,0.1455788508579962,-0.6307677874636453
-0.05569926045285047,0.12337652086368524,-0.694615635559515
-0.07516946536201735,0.1331467444606355,-0.7898763562567647
-0.042128991898106996,0.1040303028345475,-0.6933459764394113
-0.04959986082579365,0.11137991679546243,-0.7146697817342643
-0.08366671044370046,0.14879577118009504,-0.7639108930463077
-0.03138781094763167,0.09587472703823109,-0.6402918980218073
-0.08173675019667312,0.13998701449053927,-0.7981936796303676
-0.08257511680638703,0.14669629046809823,-0.767402614252666
-0.0882459526241883,0.14293029740161148,-0.827298024098669
-0.05448797482858661,0.11361021566390796,-0.7436652974810523
-0.06552726299033684,0.11397232963875605,-0.8381618880049022
-0.054233276176153214,0.1038840099525398,-0.8108396683439139
-0.09310671660126074,0.15061752533435546,-0.8173465626126605
-0.013974088329164414,0.08609782461444697,-0.5107456376056415
0.013392922699442337,0.08115462168349384,-0.20463501592461245
-0.0497103200191442,0.11225956494544431,-0.7100537050707587
-0.04326397892150896,0.12079058356209393,-0.6065371716980461
-0.0793941924840125,0.13772352109982708,-0.79430290200553
-0.012831793256830041,0.08967643252957738,-0.47762597204904544
-0.05569210701212823,0.1113799570970467,-0.7693673910959012
-0.05032751028613635,0.1013921074810301,-0.7922461844593297
-0.06350941378272361,0.11254886899696283,-0.8308338823488932
-0.06732270567189017,0.14373872535837606,-0.6770806227009505
-0.003425429458451087,0.07078600024664795,-0.47220395759024314
-0.053297659782817225,0.10814095841902581,-0.7702692948221757
-0.03074001424931392,0.0944903200820543,-0.6428173192404046
-0.06517014160842742,0.10762707199969679,-0.8842583918727766
-0.05831583241574157,0.11193545406346748,-0.7889889146799407
-0.05833661289499057,0.12511468542225346,-0.7060451184995635
-0.03521953909749711,0.08444898413704581,-0.7722951289935863
-0.042620328854726164,0.1112374032727198,-0.6528409214721016
-0.059074297230352485,0.12722191587258835,-0.7001490004250496
-0.037516683163523384,0.12129702020838927,-0.5566227682059227
-0.03898393574141995,0.0850671818022561,-0.8109347727279523
-0.07179582796802432,0.14210550549775014,-0.7163397900135261
-0.029533660379946963,0.10055550125171342,-0.5920477710207083
-0.07444954569964589,0.13583213745558212,-0.7689604806064506
-0.07926189770843033,0.1491752955417436,-0.7324396262238719
-0.04297602918727226,0.12299467006436825,-0.5933267608188294
-0.018475959682911006,0.09011873229443446,-0.5379121348992254
-0.008567491510725257,0.07072232366644125,-0.5453368824902748
0.004296594192373323,0.07293634195973625,-0.3524087597074168
-0.055496422461060874,0.1138961517713001,-0.7506524244360337
0.0035975050335437875,0.07688561539878558,-0.3433996701400304
-0.05415805659952165,0.12985789847544926,-0.64807807293626
0.013948461107362524,0.07439629690257062,-0.2157572293370807
-0.011624908791662895,0.09335221266826517,-0.4458909714286094
-0.03429557697962174,0.11360094224644735,-0.5659774972652787
-0.07930506148355171,0.1312565863785062,-0.8327586790071424
-0.01767020579125053,0.086763997934688,-0.5494238039507411
-0.03713275088432157,0.0911050776781488,-0.736871671648035
-0.04136843345754384,0.13329395528449572,-0.5354213798008975
-0.05275879283051668,0.10371384380804632,-0.7979531930538293
-0.01723801087158118,0.10055840646569905,-0.46975695550321084
-0.047232081229695286,0.10814936523392742,-0.7141242212808374
-0.054968107450806554,0.11253127598631381,-0.755062152331237
-0.018214048593016924,0.09657591135818408,-0.4992347254606689
-0.017832506846807157,0.09458356526061686,-0.5057168939974805
-0.0034243458497827083,0.07796389463336412,-0.42871570240257073
-0.07129674086954504,0.14188458219698316,-0.7139376195851312
-0.03659976709289116,0.12041720527571792,-0.55307517676065
-0.03691033336716841,0.10598973090062008,-0.6312907184367326
-0.06209578210073596,0.1030363954516405,-0.8938179727372213
-0.035348517218901795,0.09219285985849943,-0.7088240599022615
-0.008637175766514894,0.0872543989931296,-0.4428106343332578
-0.04712157756575232,0.10770705177441502,-0.7160309032251494
-0.05789707359417587,0.145919538716399,-0.6023667177636003
-0.014018103936670065,0.10183332397463436,-0.4322563795289106
-0.07599421059407721,0.11847687126947389,-0.8946405273734395
-0.008676709910461088,0.09080997891326653,-0.4259081476871785
-0.07118212819677427,0.11695414830718763,-0.8651435597736378
-0.028107771714398162,0.10106732836187465,-0.5749412065820273
-0.014235152324397255,0.0811407363695915,-0.5451657737355083
-0.04906389276494751,0.10861664824643187,-0.7279168897346712
-0.0860331438991516,0.12248373972538042,-0.9473350843084019
-0.030337665498920852,0.09417152004335905,-0.6407209469608199
-0.03207248214876324,0.09885208136937432,-0.6279329811662834
-0.07253886244260027,0.14601443244679677,-0.702251556399826
-0.09761300007776513,0.15928949956242563,-0.8011388097038595
-0.028239394974684504,0.10757539318399809,-0.5413821251396332
-0.0709098012548306,0.13665819839061302,-0.7384101535306208
-0.061075525564704004,0.12283534603720873,-0.7414439613913393
-0.03820793224815018,0.08665827257149135,-0.7870908365024238
-0.04034373381476066,0.11566731049240984,-0.6081556968455376
-0.041212499910402586,0.09515787273029622,-0.7483616212421913
-0.04925433534457249,0.11951033976080866,-0.6631588154062179
-0.0532955657529761,0.12892086176124065,-0.6460984251504472
-0.04162448879342705,0.10319654489759285,-0.6940589809911141
-0.046572444427070536,0.10396454069393816,-0.7365246257615143
-0.038647925633761016,0.11038614080382719,-0.6218889901745793
-0.049923014243195576,0.11363835867650796,-0.7033101777781816
-0.08596492700749697,0.12319259123651664,-0.9413303660839204
0.011097238830790892,0.0726158077586494,-0.26031193141905895
-0.04802688131612514,0.11933402302908719,-0.653852768351792
-0.01931758724184396,0.09875110752213252,-0.49941300385710297
-0.02245985343286931,0.10416906609806129,-0.5036029926915669
-0.03189379088773405,0.11355890362179692,-0.5450368831832745
-0.045745446173513664,0.11895895842406545,-0.636735956475812
-0.02740590047969311,0.09816515156853114,-0.5847889965271112
-0.04555574022981361,0.1081645110716195,-0.6985261568813963
-0.07596358632735345,0.14162033753106906,-0.748222947174567
-0.06523372085569268,0.1351322355563871,-0.7047446559555671
-0.05465556856835852,0.1084053737926997,-0.7809167166402912
-0.08285554223649175,0.14254989626073195,-0.7916915073026253
-0.057836169766328334,0.12130274839235862,-0.7241070044202024
-0.03951079054480729,0.11078313542597787,-0.6274492076571746
-0.042428658995109364,0.09747358824658801,-0.743059328152359
-0.002416641857008941,0.0764829876136038,-0.4238412079399876
-0.048753476058397846,0.12011909119569465,-0.6556283041643638
-0.023645125710353508,0.1241053673343009,-0.4322546789281915
-0.06804856987184223,0.12914805955084413,-0.7591950681476682
-0.07709338709232413,0.1320642419326556,-0.8109188795172503
-0.05423442023683321,0.13230444521518112,-0.6366711269589892
-0.05142993793189793,0.12847092489314216,-0.6338394309812018
-0.02801509699390556,0.08080184659498581,-0.7179922172410563
-0.035174510275144094,0.09526476797197453,-0.6841407548939548
-0.05640125277406527,0.11779544812927736,-0.7334854966487516
0.03187311576554696,0.053020718549425506,0.03532799661703673
-0.023529128301720412,0.10455637783126655,-0.511964257102574
-0.06129330152027789,0.1126866179950349,-0.810152111622521
-0.05526036475647332,0.09362092346648636,-0.9106977543005557
-0.053539789291251916,0.12699363530210922,-0.6578265839269538
-0.03781084468098295,0.12273334886377733,-0.5525054543752954
-0.03338816422150868,0.09272711102751471,-0.6835990415219518
-0.0476925381551006,0.12490172530666836,-0.6220293431843626
-0.06897387788344618,0.14402394770306037,-0.687204311935015
-0.07088713630419258,0.12511203854598185,-0.8063743303736034
-0.024197382968231713,0.09947182083949065,-0.544851622407571
-0.04519640249281016,0.1332418858311539,-0.5643600885993174
-0.022835177800796295,0.1008796579924138,-0.5237446166279581
-0.04355996851849825,0.10383520968803447,-0.708429912546081
-0.07728868163048877,0.14833789000772896,-0.7232722645906493
-0.06099891241392937,0.1114961583515328,-0.816161863864598
-0.06892162369892725,0.12399678401103427,-0.7977757204583982
-0.05485173562725622,0.1294191633401424,-0.6556350190910055
-0.012590676816383317,0.09046746054787386,-0.4707844849236709
-0.041317860382614036,0.12294955506024914,-0.5800578973032154
-0.032797090095405816,0.10394012760588184,-0.6041659899968433
-0.036768767226707494,0.10693627465791396,-0.6243790279799707
-0.06402126339227436,0.1523791281939918,-0.6170219275213149
-0.023908382560557887,0.09975649108654945,-0.5403997471581732
-0.08146202820165456,0.14577566390903263,-0.7646134149744599
-0.03914080710010354,0.08492919463278281,-0.8140994083254272
0.010847828542325345,0.06748655137895222,-0.28379241591603765
-0.0829885414511791,0.11829647738304455,-0.9551302283103634
-0.08490488996926088,0.12855381547517586,-0.8938271458107704
-0.08919712944142058,0.16371440508991808,-0.7280796663919284
-0.07489882142205335,0.1302260601944265,-0.8055132840956735
-0.0905046306387672,0.1429060955659957,-0.8432434611098639
-0.08156625081692852,0.126749279021937,-0.8802121138505198
-0.03787368886904356,0.10152606788344165,-0.6685345969171863
-0.04258952470482839,0.10891303548856773,-0.6664906948851671
-0.05251233680728478,0.12049480039857313,-0.6847792314220214
-0.051835794663092946,0.10367352694036489,-0.7893605733136344
-0.004831551838582623,0.07041114749064414,-0.494688029948821
-0.08083009309096467,0.1283615602611914,-0.8634212054251015
-0.0716161137780732,0.13220097016106197,-0.7686487750753501
-0.04434356554747502,0.10333427738358772,-0.7194472872878751
-0.034681871272081506,0.0911944649253598,-0.7092740916350774
-0.015844026377829567,0.07850155436153158,-0.5839887725878545
0.01700008751925222,0.05928590519790298,-0.2192749260950409
-0.0778863604264167,0.144609010076465,-0.7460555906535115
-0.029889947768634635,0.0867398249996729,-0.690455021887126
-0.03054092903159445,0.07819689060957513,-0.7742114623695955
0.013456899956669684,0.07463314468543134,-0.22165889047094636
-0.005755951867451142,0.08469098560840452,-0.422193124930439
-0.024920768556856175,0.10225432264503474,-0.5370997248449625
-0.023573667813385008,0.0936265744272644,-0.5722057881654609
-0.030331665541399364,0.0887538555701072,-0.6797638835390426
-0.05118855323498026,0.12521095794963896,-0.6484141209720243
-0.010818977287114343,0.07918103216621697,-0.5155145894212021
-0.040203516014277005,0.1008370708383173,-0.6962074109316572
-0.05254397901062548,0.11769473813688555,-0.7013395867759374
-0.07709656819478919,0.14486365868185072,-0.7392921673336613
-0.05270012614228324,0.14748734834787652,-0.5607269170452472
-0.010089104944708719,0.07647475501241562,-0.5242135779081644
-0.05979991164064591,0.11803963849700386,-0.760760646034385
-0.060799874037998615,0.11552822536984796,-0.7859540276613366
-0.04414410100329723,0.12739127507216408,-0.5820186740520211
-0.007934597105966713,0.09395863796492314,-0.4037371967878945
-0.02965610386263704,0.1065330648291716,-0.5599773549958135
-0.036143502220739455,0.09746847662913936,-0.6786143018569047
-0.040017797380470066,0.09162630176166249,-0.7641670135568686
-0.01947693460088792,0.10490730372209425,-0.47162526197370674
-0.06135665633829719,0.12722269209337314,-0.7180846029515503
-0.02586798916845063,0.07924118844895614,-0.7050372446702822
-0.03096226927377567,0.08365149561924635,-0.7287648454159809
-0.023897131051873917,0.09765201291337951,-0.5519305690061137
-0.024103186665642262,0.08901197948652703,-0.607819160721298
-0.0433972406260069,0.11224747302417991,-0.6538876880568701
-0.009887690128579776,0.06872232759248602,-0.5804182065122752
-0.05663465446006055,0.1252221478499566,-0.6918476958554306
-0.056302665643193604,0.10785401943832768,-0.8001803372060936
-0.04760685523845167,0.10029352621693831,-0.7737972545763863
-0.03487306285767347,0.10733252092907493,-0.6044119927132005
-0.05023992255879482,0.11527252642621436,-0.6960888691040895
-0.03741782020730122,0.11095282845592352,-0.6076259717352157
-0.058674729788277556,0.10962385235593641,-0.8088999600229393
-0.007364041292783261,0.07388155567214462,-0.5057289461877226
-0.050440165471288545,0.12026847355718355,-0.6688383338717773
-0.053641599023606164,0.12197077744533323,-0.6857511346198802
-0.007455477720856737,0.07777399846168881,-0.48159382906495635
-0.01889945068318485,0.08810847137531137,-0.5549914772087038
-0.028281747980690383,0.09582101903307913,-0.608235526701824
-0.06794132197236455,0.13275579294721185,-0.7377555419469288
-0.02796437658230119,0.10111403362376507,-0.5732574846927844
-0.05933524463741341,0.12374358895698503,-0.7219383678007558
-0.038083695654322784,0.08966042930229517,-0.7593505427547618
-0.06920516561073287,0.13026690140122366,-0.7615531231926653
-0.06087445096932226,0.13446381688467143,-0.675828286558789
-0.017452854464748445,0.0854020742332955,-0.5556405378998174
-0.006850277285283084,0.07292106525021892,-0.5053447472117455
-0.03093598900346797,0.08633051059517767,-0.7058453446338332
-0.04466603964702505,0.10955899120079118,-0.6815144866584518
-0.04015769330895638,0.11602132190422042,-0.6046965519568375
-0.04100135155136836,0.08690277787384239,-0.8170205060008751
-0.04785590644031028,0.09097115642375146,-0.8558306775572994
-0.052100906766556765,0.13822918711599683,-0.5939476928100628
-0.008477585914107823,0.08322114073731156,-0.46235350264619357
-0.02139531971369051,0.07933875002932111,-0.64779593445443
0.004921582974473777,0.06740782640636304,-0.37204013780748335
-0.06214735687061186,0.12168442799884437,-0.7572649876900188
-0.03506714728837278,0.09058914503804785,-0.71826649054966
-0.013198586790598904,0.08800897794314227,-0.4908429548915693
-0.09007674826180026,0.1372729307992669,-0.8747299818154792
-0.034674213220262706,0.10037184416812135,-0.6443461685523517
-0.09390210693187154,0.13805326324774655,-0.8974949524338317
-0.06993375534363844,0.15006537144194892,-0.6659348148303266
-0.05935726798316544,0.13726377222700342,-0.6509894528862912
-0.06043758359999696,0.10762744248806146,-0.8402836814600395
-0.02770152794636889,0.08132378034046893,-0.7095283532663696
-0.06463610463398185,0.10924594450926096,-0.866266524209138
-0.0004917934175854965,0.07850467491667827,-0.3884073585420011
-0.06442354130479608,0.12783303094603904,-0.7386474419483506
-0.10018388534800407,0.15345128136713754,-0.8483727485894014
-0.01623634640955248,0.08700680801992565,-0.5314106730471456
0.020284756582127514,0.06633410200093141,-0.1464592588852122
-0.06737519786745062,0.1448505873065364,-0.6722457925654303
-0.02096330035506752,0.08504384297984877,-0.5992591417481372
-0.07134056128801733,0.11990515912595259,-0.8451726516751931
-0.05207197134445385,0.13439854339355825,-0.610661166945263
-0.02650314313850876,0.10289113932101088,-0.5491546066199554
-0.05459648201896416,0.12331139740665882,-0.6860394399714747
-0.08923585735508548,0.14022565582119156,-0.8503141358606218
-0.01785572129557188,0.08539553816313002,-0.5604007226250357
0.004556311154840051,0.06756764054900484,-0.37656618816971094
-0.05341995936290632,0.12063218037026043,-0.6915232660709822
-0.04453679508093578,0.11027378143610789,-0.6759249035467424
-0.03687551645114416,0.1194206676892482,-0.5599995188870073
-0.015485111381328947,0.07669589004850139,-0.5930580028807908
-0.060973026203310764,0.11521728608405571,-0.7895779296254404
-0.03482344641991167,0.1059090166426189,-0.6120673052668684
-0.057197659250592066,0.14064784228738944,-0.6199715390757207
-0.028816820309123744,0.10506979193650205,-0.5597881105986119
-0.06132870485863045,0.11369651166878576,-0.8032674311476157
-0.021763691823284092,0.10593318005745324,-0.48864474563314225
-0.057724371668748255,0.12703668687424774,-0.6905436045855452
-0.03381586398033238,0.09144174103620399,-0.6978854870563557
-0.0643485735801361,0.13011469112821578,-0.7251185301371116
-0.054504520226805214,0.1286674907506547,-0.6567666761339653
0.008326324335257464,0.0649467472019211,-0.33371456768048013
-0.05206304381432946,0.13404561870714093,-0.6122023577183711
-0.04233293132370364,0.09419178452413668,-0.7679324867782741
-0.07426507303991231,0.14434597499886467,-0.7223275400698383
-0.026057337106880258,0.09194833167320539,-0.6096612748354616
-0.008995389950021236,0.09849410302259926,-0.3959159863720352
-0.03581297967529977,0.10493763110592122,-0.6271628107258294
-0.03370853573830325,0.11265109442799047,-0.5655385423621199
-0.005644388498383987,0.07569866616601227,-0.47087208142100473
-0.028300334358375298,0.09358430672830136,-0.622971269399214
-0.00917040982140854,0.07237843221914698,-0.5411889788218762
-0.06507701611336131,0.11270422632278004,-0.8435976113359301
-0.07157674122190852,0.11887934938700408,-0.8544523649034448
-0.05171721047257938,0.11344530208430738,-0.7203225604869109
-0.052735068397404564,0.13164034873537758,-0.628493233208596
-0.031201986530708298,0.0875399253102943,-0.6991322680910629
-0.025272175007713366,0.0926650135847266,-0.5964729607164654
-0.03991294378160089,0.09001807097376596,-0.7766545430858618
-0.04799939766722898,0.10594236449408392,-0.7362436928768439
-0.018054958253414126,0.09995811704122569,-0.48075093525015916
-0.06481041972102712,0.11112085157350506,-0.8532189807626808
