Date,Strategy,Turnover,Transaction Cost
2024-10-01,Minimum Volatility,0.01321144174059197,6.605720870295985e-06
2024-10-01,Risk Parity,0.006677629770235713,3.3388148851178564e-06
2024-11-01,Equal Weight,0.0,0.0
2024-11-01,Maximum Diversification,0.017131274281929502,8.565637140964752e-06
2024-11-01,Maximum Sharpe,2.0651147458750074e-11,1.0325573729375038e-14
2024-11-01,Minimum Volatility,0.01782721826775579,8.913609133877894e-06
2024-11-01,Risk Parity,0.009129714156739271,4.5648570783696355e-06
2024-12-02,Equal Weight,0.0,0.0
2024-12-02,Maximum Diversification,0.019238244225890194,9.619122112945097e-06
2024-12-02,Maximum Sharpe,1.54349866221537e-11,7.717493311076851e-15
2024-12-02,Minimum Volatility,0.01964911970333627,9.824559851668135e-06
2024-12-02,Risk Parity,0.005262281152174655,2.6311405760873277e-06
2025-01-01,Equal Weight,0.0,0.0
2025-01-01,Maximum Diversification,0.02878066262575327,1.4390331312876635e-05
2025-01-01,Maximum Sharpe,1.7266743590482747e-12,8.633371795241374e-16
2025-01-01,Minimum Volatility,0.03108916206320747,1.5544581031603736e-05
2025-01-01,Risk Parity,0.006929884438898776,3.464942219449388e-06
2025-02-03,Equal Weight,0.0,0.0
2025-02-03,Maximum Diversification,0.01624228171636064,8.121140858180321e-06
2025-02-03,Maximum Sharpe,3.871791776077771e-12,1.9358958880388856e-15
2025-02-03,Minimum Volatility,0.020177408459686675,1.0088704229843337e-05
2025-02-03,Risk Parity,0.004193307623930373,2.0966538119651865e-06
2025-03-03,Equal Weight,0.0,0.0
2025-03-03,Maximum Diversification,0.019711527598411063,9.855763799205532e-06
2025-03-03,Maximum Sharpe,2.0821122603820186e-12,1.0410561301910094e-15
2025-03-03,Minimum Volatility,0.020098090566327158,1.004904528316358e-05
2025-03-03,Risk Parity,0.01297653400190317,6.4882670009515855e-06
2025-04-01,Equal Weight,0.0,0.0
2025-04-01,Maximum Diversification,0.014406382220287648,7.2031911101438246e-06
2025-04-01,Maximum Sharpe,5.716371820341237e-12,2.8581859101706187e-15
2025-04-01,Minimum Volatility,0.011832211397699521,5.9161056988497605e-06
2025-04-01,Risk Parity,0.00322486106558742,1.61243053279371e-06
2025-05-01,Equal Weight,0.0,0.0
2025-05-01,Maximum Diversification,0.008413762264368563,4.206881132184281e-06
2025-05-01,Maximum Sharpe,0.023107739433538638,1.1553869716769319e-05
2025-05-01,Minimum Volatility,0.008298701951319654,4.149350975659827e-06
2025-05-01,Risk Parity,0.008745074656210008,4.372537328105004e-06
2025-06-02,Equal Weight,0.0,0.0
2025-06-02,Maximum Diversification,0.011630905927390134,5.815452963695067e-06
2025-06-02,Maximum Sharpe,0.02072888419804322,1.0364442099021611e-05
2025-06-02,Minimum Volatility,0.015618916065582883,7.809458032791441e-06
2025-06-02,Risk Parity,0.004082139744664287,2.0410698723321434e-06
2025-07-01,Equal Weight,0.0,0.0
2025-07-01,Maximum Diversification,0.016345537467421307,8.172768733710654e-06
2025-07-01,Maximum Sharpe,0.006221930865302601,3.1109654326513005e-06
2025-07-01,Minimum Volatility,0.01274709616460867,6.373548082304335e-06
2025-07-01,Risk Parity,0.0025698437203241498,1.284921860162075e-06
2025-08-01,Equal Weight,0.0,0.0
2025-08-01,Maximum Diversification,0.029552998868465515,1.4776499434232757e-05
2025-08-01,Maximum Sharpe,0.03629877232558702,1.8149386162793513e-05
2025-08-01,Minimum Volatility,0.015380512226389267,7.690256113194633e-06
2025-08-01,Risk Parity,0.008282286747762144,4.1411433738810715e-06
2025-09-01,Equal Weight,0.0,0.0
2025-09-01,Maximum Diversification,0.023747087548699565,1.1873543774349782e-05
2025-09-01,Maximum Sharpe,0.009355580086619457,4.6777900433097285e-06
2025-09-01,Minimum Volatility,0.009095913931113243,4.547956965556622e-06
2025-09-01,Risk Parity,0.003021782431137321,1.5108912155686605e-06
2025-10-01,Equal Weight,0.0,0.0
2025-10-01,Maximum Diversification,0.021044992539910073,1.0522496269955037e-05
2025-10-01,Maximum Sharpe,0.02178099297548277,1.0890496487741386e-05
2025-10-01,Minimum Volatility,0.01830773119467487,9.153865597337436e-06
2025-10-01,Risk Parity,0.006088908653787195,3.0444543268935977e-06
2025-11-03,Equal Weight,0.0,0.0
2025-11-03,Maximum Diversification,0.019856646855050744,9.928323427525373e-06
2025-11-03,Maximum Sharpe,0.018140235004973145,9.070117502486573e-06
2025-11-03,Minimum Volatility,0.015330650399413604,7.665325199706802e-06
2025-11-03,Risk Parity,0.008352869294116966,4.176434647058483e-06
2025-12-01,Equal Weight,0.0,0.0
2025-12-01,Maximum Diversification,0.014738566846391632,7.369283423195816e-06
2025-12-01,Maximum Sharpe,0.014333910533439258,7.166955266719629e-06
2025-12-01,Minimum Volatility,0.012077068800255573,6.038534400127787e-06
2025-12-01,Risk Parity,0.00607316124324514,3.03658062162257e-06
2026-01-01,Equal Weight,0.0,0.0
2026-01-01,Maximum Diversification,0.013609357135124442,6.804678567562221e-06
2026-01-01,Maximum Sharpe,3.5732528047560663e-13,1.7866264023780332e-16
2026-01-01,Minimum Volatility,0.014833863865789741,7.416931932894871e-06
2026-01-01,Risk Parity,0.006762209262579241,3.3811046312896206e-06
2026-02-02,Equal Weight,0.0,0.0
2026-02-02,Maximum Diversification,0.02889540964146725,1.4447704820733626e-05
2026-02-02,Maximum Sharpe,2.0863921701419486e-11,1.0431960850709743e-14
2026-02-02,Minimum Volatility,0.026503145297823882,1.3251572648911941e-05
2026-02-02,Risk Parity,0.002840088031583074,1.420044015791537e-06
2026-03-02,Equal Weight,0.0,0.0
2026-03-02,Maximum Diversification,0.02759562687203643,1.3797813436018215e-05
2026-03-02,Maximum Sharpe,0.005397244114828017,2.6986220574140083e-06
2026-03-02,Minimum Volatility,0.015362123516988808,7.681061758494404e-06
2026-03-02,Risk Parity,0.004624953280186403,2.3124766400932014e-06
2026-04-01,Equal Weight,0.0,0.0
2026-04-01,Maximum Diversification,0.018768157985019445,9.384078992509723e-06
2026-04-01,Maximum Sharpe,0.028892884783891633,1.4446442391945817e-05
2026-04-01,Minimum Volatility,0.014332613549754037,7.1663067748770185e-06
2026-04-01,Risk Parity,0.0038152555137089678,1.907627756854484e-06
2026-05-01,Equal Weight,0.0,0.0
2026-05-01,Maximum Diversification,0.027803058032434907,1.3901529016217454e-05
2026-05-01,Maximum Sharpe,0.005099007674729903,2.5495038373649515e-06
2026-05-01,Minimum Volatility,0.02154411397488533,1.0772056987442664e-05
2026-05-01,Risk Parity,0.004071753198123043,2.0358765990615215e-06
2026-06-01,Equal Weight,0.0,0.0
2026-06-01,Maximum Diversification,0.006850672442030269,3.4253362210151344e-06
2026-06-01,Maximum Sharpe,0.021572809388919253,1.0786404694459626e-05
2026-06-01,Minimum Volatility,0.015399729748271196,7.699864874135598e-06
2026-06-01,Risk Parity,0.007063836318595751,3.5319181592978756e-06
2026-07-01,Equal Weight,0.0,0.0
2026-07-01,Maximum Diversification,0.011767821868981803,5.883910934490901e-06
2026-07-01,Maximum Sharpe,0.002710025583444721,1.3550127917223606e-06
2026-07-01,Minimum Volatility,0.018558802064994443,9.279401032497221e-06
2026-07-01,Risk Parity,0.012687394410171735,6.343697205085868e-06
